# Static bigram data: frequently co-occurring word pairs
# Format: prev_surface\tnext_reading\tnext_surface\tboost
# boost is subtracted from the candidate cost (higher = stronger preference)
# These supplement the user-learned bigrams with common Japanese collocations
#
# === 動詞+助詞/助動詞 ===
は	できる	できる	1200
は	できない	できない	1200
と	いう	いう	2500
と	いった	いった	1500
と	思う	思う	2000
と	思った	思った	1500
と	なる	なる	1500
と	同じ	同じ	1500
と	違う	違う	1200
から	する	する	1200
から	見る	見る	1200
まで	する	する	1000
も	ある	ある	1500
も	ない	ない	1500
も	できる	できる	1200
# === 形容詞+名詞/助詞 ===
大きな	もの	もの	1500
大きい	もの	もの	1200
大きい	の	の	1200
新しい	もの	もの	1200
新しい	の	の	1200
良い	の	の	1200
良い	もの	もの	1200
多い	の	の	1200
少ない	の	の	1200
難しい	の	の	1200
簡単	な	な	1500
大切	な	な	1500
必要	な	な	1800
重要	な	な	1500
便利	な	な	1200
大丈夫	です	です	1500
# === 副詞+動詞/形容詞 ===
よく	ある	ある	1500
よく	使う	使う	1200
よく	分かる	分かる	1200
まだ	ない	ない	1500
まだ	ある	ある	1200
もう	ない	ない	1200
もう	少し	少し	1200
とても	良い	良い	1200
すごく	良い	良い	1200
かなり	ある	ある	1000
ほとんど	ない	ない	1200
全く	ない	ない	1500
あまり	ない	ない	1200
たぶん	大丈夫	大丈夫	1200
やっぱり	そう	そう	1200
# === 接続表現 ===
それ	は	は	1800
それ	を	を	1200
それ	が	が	1500
それ	で	で	1500
それ	に	に	1200
これ	は	は	1800
これ	が	が	1500
これ	を	を	1200
これ	で	で	1200
あれ	は	は	1500
どれ	が	が	1200
その	ため	ため	1800
その	中	中	1200
その	後	後	1200
その	時	時	1200
この	よう	よう	1800
この	場合	場合	1500
この	前	前	1200
この	中	中	1200
どの	よう	よう	1500
そう	いう	いう	1800
そう	する	する	1500
そう	だ	だ	1200
そう	です	です	1500
こう	いう	いう	1500
ああ	いう	いう	1200
# === 敬語・丁寧表現 ===
お	願い	願い	1800
お	世話	世話	1500
お	疲れ	疲れ	1500
お	気	気	1200
お	手数	手数	1500
お	忙しい	忙しい	1200
お	返事	返事	1200
ご	確認	確認	1800
ご	連絡	連絡	1800
ご	了承	了承	1500
ご	検討	検討	1500
ご	質問	質問	1200
ご	報告	報告	1200
ありがとう	ございます	ございます	2500
よろしく	お願い	お願い	2500
お願い	します	します	2500
お願い	いたします	いたします	2000
申し訳	ございません	ございません	2000
申し訳	ありません	ありません	1800
大変	申し訳	申し訳	1500
失礼	します	します	1500
失礼	いたします	いたします	1500
お疲れ	様	様	2000
お疲れ様	です	です	2000
承知	しました	しました	1800
了解	しました	しました	1800
確認	しました	しました	1500
# === テック用語ペア ===
データ	ベース	ベース	2000
プログラミング	言語	言語	1800
人工	知能	知能	2000
機械	学習	学習	2000
開発	環境	環境	2000
実行	する	する	1500
変換	する	する	1500
入力	する	する	1500
設定	する	する	1500
確認	する	する	1500
検索	する	する	1500
更新	する	する	1500
削除	する	する	1500
追加	する	する	1500
作成	する	する	1500
保存	する	する	1500
送信	する	する	1500
受信	する	する	1200
接続	する	する	1500
表示	する	する	1500
非表示	に	に	1200
ダウンロード	する	する	1200
アップロード	する	する	1200
インストール	する	する	1200
アンインストール	する	する	1000
コンパイル	する	する	1200
デプロイ	する	する	1200
コミット	する	する	1200
プッシュ	する	する	1200
マージ	する	する	1200
ソース	コード	コード	1800
オープン	ソース	ソース	1500
バージョン	アップ	アップ	1200
ログ	イン	イン	1500
ログ	アウト	アウト	1200
# === 時間表現 ===
今日	は	は	1500
今日	の	の	1200
今日	も	も	1000
明日	は	は	1200
明日	の	の	1200
昨日	は	は	1200
昨日	の	の	1200
今	は	は	1200
今	の	の	1200
最近	は	は	1200
最近	の	の	1200
# === 数量表現 ===
一つ	の	の	1200
一つ	は	は	1000
多く	の	の	1500
全て	の	の	1500
全部	の	の	1200
いくつ	か	か	1500
いくつ	かの	かの	1200
少し	だけ	だけ	1200
# === 文末表現 ===
です	が	が	1800
です	から	から	1500
です	ね	ね	1500
です	よ	よ	1200
です	よね	よね	1500
ます	が	が	1800
ます	から	から	1500
ます	ね	ね	1200
ます	よ	よ	1200
ました	が	が	1500
ました	ので	ので	1200
ません	が	が	1500
ません	か	か	1500
ません	でした	でした	1200
だ	と	と	1500
だ	から	から	1500
だ	けど	けど	1500
# === 日常会話 ===
そう	だね	だね	1500
そう	ですね	ですね	1800
なるほど	ね	ね	1200
確かに	そう	そう	1200
確かに	ある	ある	1000
# === 動詞活用ペア追加 ===
食べる	こと	こと	1200
食べる	の	の	1200
食べて	いる	いる	1500
食べて	みる	みる	1200
食べた	こと	こと	1500
食べた	の	の	1200
書く	こと	こと	1200
書く	の	の	1200
書いて	いる	いる	1500
書いて	ください	ください	1500
読む	こと	こと	1200
読む	の	の	1200
読んで	いる	いる	1500
読んで	ください	ください	1200
聞く	こと	こと	1200
聞いて	いる	いる	1200
聞いて	ください	ください	1200
話す	こと	こと	1200
話して	いる	いる	1200
話して	ください	ください	1200
出る	こと	こと	1200
出る	の	の	1200
出て	いる	いる	1200
出て	くる	くる	1200
入る	こと	こと	1200
入って	いる	いる	1500
入って	くる	くる	1200
持って	いる	いる	1800
持って	くる	くる	1200
持って	いく	いく	1200
待って	いる	いる	1500
待って	ください	ください	1800
やって	いる	いる	1500
やって	みる	みる	1500
やって	くれる	くれる	1200
やって	ください	ください	1500
考えて	いる	いる	1500
考えて	みる	みる	1500
買う	こと	こと	1200
買って	くる	くる	1200
帰って	くる	くる	1200
帰って	きた	きた	1200
始める	こと	こと	1200
始めて	ください	ください	1200
終わる	まで	まで	1200
終わった	の	の	1200
終わった	ので	ので	1200
変わる	こと	こと	1200
変わって	いる	いる	1200
変わった	の	の	1200
作って	いる	いる	1200
作って	ください	ください	1200
教えて	ください	ください	2000
教えて	もらう	もらう	1200
教えて	くれる	くれる	1200
送って	ください	ください	1500
送って	くれる	くれる	1200
呼んで	ください	ください	1200
# === 名詞+助詞 追加 ===
仕事	が	が	1500
仕事	を	を	1500
仕事	の	の	1500
仕事	で	で	1200
仕事	は	は	1200
会社	に	に	1500
会社	の	の	1500
会社	で	で	1500
会社	を	を	1200
学校	に	に	1500
学校	の	の	1200
学校	で	で	1200
家	に	に	1500
家	の	の	1200
家	で	で	1200
家	を	を	1000
電話	を	を	1500
電話	で	で	1200
電話	が	が	1200
メール	を	を	1500
メール	で	で	1200
メール	が	が	1200
情報	を	を	1500
情報	が	が	1200
情報	の	の	1200
状態	が	が	1200
状態	に	に	1200
状態	の	の	1200
状況	を	を	1200
状況	が	が	1200
機能	が	が	1500
機能	を	を	1500
機能	の	の	1200
画面	に	に	1500
画面	の	の	1200
画面	を	を	1200
画面	が	が	1200
写真	を	を	1500
写真	の	の	1200
写真	が	が	1200
動画	を	を	1500
動画	の	の	1200
音楽	を	を	1200
音楽	の	の	1200
映画	を	を	1200
映画	の	の	1200
ゲーム	を	を	1200
ゲーム	の	の	1200
アプリ	を	を	1500
アプリ	の	の	1200
アプリ	が	が	1200
サイト	を	を	1200
サイト	の	の	1200
ページ	を	を	1200
ページ	の	の	1200
ファイル	を	を	1500
ファイル	の	の	1200
ファイル	が	が	1200
ボタン	を	を	1500
ボタン	が	が	1200
設定	を	を	1500
設定	の	の	1200
設定	が	が	1200
エラー	が	が	1800
エラー	の	の	1200
エラー	を	を	1200
バグ	が	が	1500
バグ	を	を	1200
コード	を	を	1500
コード	の	の	1200
テスト	を	を	1500
テスト	の	の	1200
テスト	が	が	1200
ビルド	が	が	1500
ビルド	を	を	1200
# === 助詞+動詞 追加 ===
を	見て	見て	1200
を	見た	見た	1000
を	開く	開く	1500
を	閉じる	閉じる	1200
を	変える	変える	1200
を	変更	変更	1200
を	消す	消す	1200
を	直す	直す	1200
を	入れる	入れる	1200
を	出す	出す	1200
を	書く	書く	1200
を	読む	読む	1200
を	食べる	食べる	1200
を	買う	買う	1200
を	送る	送る	1200
を	受ける	受ける	1200
を	選ぶ	選ぶ	1200
を	探す	探す	1200
を	調べる	調べる	1200
を	確認	確認	1500
が	来る	来る	1200
が	来た	来た	1200
が	出る	出る	1200
が	出た	出た	1200
が	分かる	分かる	1500
が	分からない	分からない	1500
が	違う	違う	1200
が	好き	好き	1500
が	嫌い	嫌い	1000
が	高い	高い	1200
が	低い	低い	1000
が	大きい	大きい	1200
が	小さい	小さい	1200
に	行く	行く	1800
に	行った	行った	1200
に	来る	来る	1500
に	来た	来た	1200
に	出る	出る	1200
に	戻る	戻る	1500
に	入る	入る	1500
に	住む	住む	1200
に	書く	書く	1200
に	変える	変える	1200
に	合う	合う	1200
で	買う	買う	1200
で	食べる	食べる	1200
で	見る	見る	1200
で	作る	作る	1200
で	遊ぶ	遊ぶ	1000
で	働く	働く	1200
と	一緒	一緒	1800
と	同じ	同じ	1500
と	違う	違う	1200
と	話す	話す	1200
と	比べる	比べる	1200
から	来る	来る	1200
から	来た	来た	1200
から	始まる	始まる	1200
から	出る	出る	1200
まで	行く	行く	1200
まで	待つ	待つ	1200
# === 形容詞+助詞/名詞 追加 ===
高い	の	の	1200
安い	の	の	1200
早い	の	の	1200
遅い	の	の	1200
強い	の	の	1200
弱い	の	の	1000
長い	の	の	1200
短い	の	の	1200
近い	の	の	1200
遠い	の	の	1000
正しい	の	の	1200
美しい	の	の	1000
同じ	よう	よう	1800
同じ	もの	もの	1200
同じ	こと	こと	1200
いい	の	の	1500
いい	です	です	1500
いい	と	と	1200
いい	けど	けど	1200
ない	の	の	1500
ない	です	です	1200
ない	から	から	1200
ない	けど	けど	1200
ない	と	と	1200
ほしい	の	の	1200
ほしい	です	です	1200
# === 接続詞・接続表現 追加 ===
しかし	それ	それ	1200
しかし	この	この	1200
でも	それ	それ	1200
でも	この	この	1000
だから	こそ	こそ	1500
だから	それ	それ	1000
ただ	し	し	1500
ただし	この	この	1000
つまり	この	この	1000
もし	それ	それ	1200
もし	この	この	1000
やはり	この	この	1000
実は	この	この	1200
例えば	この	この	1200
そして	その	その	1200
また	この	この	1200
また	その	その	1200
ところ	が	が	1500
ところ	で	で	1500
# === 名詞+する/できる ===
勉強	する	する	1500
練習	する	する	1500
準備	する	する	1500
説明	する	する	1500
連絡	する	する	1500
報告	する	する	1500
相談	する	する	1500
移動	する	する	1200
変更	する	する	1500
修正	する	する	1500
対応	する	する	1500
管理	する	する	1200
処理	する	する	1200
登録	する	する	1200
解除	する	する	1200
発見	する	する	1200
完了	する	する	1200
開始	する	する	1200
終了	する	する	1200
利用	する	する	1500
参加	する	する	1200
紹介	する	する	1200
注意	する	する	1200
注文	する	する	1200
予約	する	する	1200
質問	する	する	1200
回答	する	する	1200
提出	する	する	1200
提案	する	する	1200
共有	する	する	1200
整理	する	する	1200
復元	する	する	1200
改善	する	する	1200
# === 日常会話追加 ===
お	はよう	はよう	1800
おはよう	ございます	ございます	2500
こんにち	は	は	2000
こんばん	は	は	2000
おやすみ	なさい	なさい	2000
お	先	先	1200
お先	に	に	1500
お先に	失礼	失礼	1800
すみません	が	が	1500
すみません	でした	でした	1200
ごめん	なさい	なさい	1800
ごめん	ね	ね	1200
そう	なんだ	なんだ	1500
そう	なんですね	なんですね	1500
いい	ですね	ですね	1500
なるほど	ね	ね	1200
大丈夫	ですか	ですか	1800
大丈夫	です	です	1500
お	元気	元気	1500
お元気	ですか	ですか	1800
久しぶり	です	です	1500
# === 数量+助数詞 ===
一	つ	つ	1500
二	つ	つ	1500
三	つ	つ	1500
一	人	人	1500
二	人	人	1500
三	人	人	1500
一	回	回	1500
二	回	回	1200
三	回	回	1200
一	日	日	1500
一	週間	週間	1500
一	ヶ月	ヶ月	1500
一	年	年	1500
一	時間	時間	1500
何	人	人	1500
何	回	回	1500
何	日	日	1500
何	時	時	1500
何	個	個	1200
# === テック追加 ===
データ	を	を	1500
データ	の	の	1200
データ	が	が	1200
サーバー	に	に	1200
サーバー	の	の	1200
サーバー	が	が	1200
パスワード	を	を	1500
パスワード	の	の	1200
アカウント	を	を	1200
アカウント	の	の	1200
ネットワーク	の	の	1200
ネットワーク	に	に	1200
アップデート	する	する	1200
アップデート	が	が	1200
リリース	する	する	1200
デバッグ	する	する	1200
レビュー	する	する	1200
フォルダ	を	を	1200
フォルダ	の	の	1200
ディレクトリ	の	の	1200
ディレクトリ	を	を	1200
プロジェクト	の	の	1200
プロジェクト	を	を	1200
# === よく使う複合表現 ===
という	こと	こと	2000
という	の	の	1800
という	もの	もの	1500
という	わけ	わけ	1200
ような	もの	もの	1500
ような	こと	こと	1500
ような	気	気	1500
ように	する	する	1800
ように	なる	なる	1800
ように	思う	思う	1200
として	は	は	1500
として	の	の	1200
について	は	は	1500
について	の	の	1200
に対して	は	は	1200
に対して	の	の	1000
に関して	は	は	1200
のように	する	する	1200
のように	なる	なる	1200
だけ	で	で	1500
だけ	の	の	1200
だけ	は	は	1200
ばかり	で	で	1200
ばかり	の	の	1000
ほど	の	の	1200
くらい	の	の	1200
くらい	で	で	1200
# === 助動詞+助詞/動詞 ===
たい	の	の	1200
たい	です	です	1500
たい	と	と	1500
たい	けど	けど	1200
たく	ない	ない	1500
れる	こと	こと	1200
られる	こと	こと	1200
させる	こと	こと	1200
なければ	ならない	ならない	2000
なくて	は	は	1500
なくて	も	も	1500
かも	しれない	しれない	2000
かも	しれません	しれません	1800
はず	です	です	1500
はず	が	が	1200
わけ	では	では	1500
わけ	が	が	1200
つもり	です	です	1500
つもり	は	は	1200
べき	です	です	1500
べき	で	で	1200
# === 文末→次文冒頭（文をまたぐ予測）===
。	それ	それ	1000
。	この	この	1000
。	その	その	1000
。	でも	でも	1000
。	しかし	しかし	1000
。	ただ	ただ	1000
。	また	また	1000
。	そして	そして	1000
。	ところで	ところで	800
。	ちなみに	ちなみに	800
。	なので	なので	1000
。	だから	だから	1000
？	はい	はい	1200
？	いいえ	いいえ	1000
？	そう	そう	1000
？	たぶん	たぶん	800
# === 「の」の後（最頻出助詞）===
の	こと	こと	1500
の	ため	ため	1500
の	よう	よう	1500
の	もの	もの	1200
の	ほう	方	1200
の	なか	中	1200
の	うえ	上	1200
の	ひと	人	1200
の	とき	時	1200
の	ばあい	場合	1200
の	りゆう	理由	1000
の	もんだい	問題	1000
の	けっか	結果	1000
の	じょうたい	状態	1000
の	へんこう	変更	1000
# === 「を」の後 ===
を	やめる	やめる	1200
を	はじめる	始める	1200
を	つづける	続ける	1200
を	おわる	終わる	1200
を	もつ	持つ	1200
を	つかって	使って	1200
を	みて	見て	1200
を	たしかめる	確かめる	1000
を	ためす	試す	1000
# === 「に」の後 追加 ===
に	なれる	なれる	1000
に	もどす	戻す	1000
に	かえる	変える	1200
に	つける	つける	1000
に	のせる	乗せる	1000
に	いれる	入れる	1200
# === 「は」の後 追加 ===
は	いい	いい	1500
は	だめ	だめ	1200
は	むり	無理	1200
は	おかしい	おかしい	1000
は	まだ	まだ	1200
は	もう	もう	1200
は	やっぱり	やっぱり	1000
は	たぶん	たぶん	1000
は	ほんとう	本当	1200
は	とても	とても	1000
# === 「が」の後 追加 ===
が	いい	いい	1500
が	ほしい	欲しい	1200
が	おおい	多い	1200
が	すくない	少ない	1000
が	わるい	悪い	1000
が	おかしい	おかしい	1000
が	つよい	強い	1000
が	はやい	速い	1000
が	おそい	遅い	1000
が	たかい	高い	1200
が	ひくい	低い	1000
が	ひつよう	必要	1500
# === 「で」の後 追加 ===
で	いい	いい	1500
で	いい	良い	1200
で	だいじょうぶ	大丈夫	1200
で	きまり	決まり	1000
で	おねがい	お願い	1200
で	きる	きる	1200
# === 「と」の後 追加 ===
と	おなじ	同じ	1500
と	ちがう	違う	1200
と	くらべる	比べる	1000
と	あわせる	合わせる	1000
と	おもう	思う	2000
と	かんがえる	考える	1200
と	いえる	言える	1000
# === 「か」の後 ===
か	どうか	どうか	1500
か	もしれない	もしれない	1200
か	わからない	わからない	1200
か	しりたい	知りたい	1000
# === 動詞て形+補助動詞 追加 ===
って	いう	いう	1800
って	こと	こと	1500
って	なに	何	1200
って	どういう	どういう	1200
って	ほんとう	本当	1000
ので	すが	すが	1200
けど	どう	どう	1200
けど	やっぱり	やっぱり	1000
けど	いい	いい	1200
# === サ変名詞→した/する/できる ===
変更	した	した	1500
変更	できる	できる	1200
対応	した	した	1500
対応	できる	できる	1200
確認	した	した	1500
確認	できる	できる	1200
修正	した	した	1500
修正	できる	できる	1200
更新	した	した	1500
更新	できる	できる	1200
削除	した	した	1200
削除	できる	できる	1200
作成	した	した	1500
作成	できる	できる	1200
実行	した	した	1200
実行	できる	できる	1200
設定	した	した	1200
設定	できる	できる	1200
接続	した	した	1200
接続	できる	できる	1200
送信	した	した	1200
送信	できる	できる	1000
取得	した	した	1200
取得	できる	できる	1200
完了	した	した	1500
完了	しました	しました	1500
